[[177147,x^4+2*x^3+2*x^2+x],
[77295278781,7*x^4+164*x^3+202*x^2+85*x+12],
[77295278781,7*x^4+4*x^3-10*x^2-3*x+4],
[77477326848,x^4+10*x^3-6*x^2-6*x-1],
[77477326848,x^4+2*x^3-2*x^2-2*x-1],
[77477326848,x^4+2*x^3+2*x^2-2*x-1],
[77477326848,x^4+2*x^3+x^2-2],
[77477326848,x^4+6*x^3+6*x^2-8*x+2],
[77484097800,6*x^4+3*x^3-3*x^2-2*x+1],
[78364164096,12*x^4+18*x^3+8*x^2+x],
[78364164096,12*x^4+2*x^3-14*x^2+7*x-1],
[78364164096,12*x^4+7*x^3-52*x^2+46*x-12],
[78417386928,x^4+15*x^3-11*x^2+2*x],
[78708222936,2*x^4+11*x^3+12*x^2-8*x+3],
[78708222936,2*x^4+5*x^3-3*x^2+x],
[78732000000,x^4+3*x^3-2*x^2-5*x+3],
[78732000000,x^4-5*x^2+5],
[78732000000,x^4+5*x^2+5],
[78732000000,x^4+6*x^3+x^2-4*x+1],
[79996750848,4*x^4+x^3+8*x^2+x+4],
[80387359983,21*x^4+42*x^3+34*x^2+13*x+2],
[80394052203,x^4+22*x^3+108*x^2-169*x+58],
[80394052203,x^4+2*x^3+24*x^2+23*x+132],
[80394052203,x^4+4*x^2-x+4],
[80394052203,x^4-8*x^2-x],
[80394052203,x^4+8*x^3-x],
[80394052203,x^4-x+2],
[80951927472,x^4+x^3+x^2+2],
[81832485843,x^4+4*x^3+9*x^2-x],
[81832485843,x^4+9*x^3-4*x^2+x],
[81868978125,55*x^4+46*x^3+12*x^2+x],
[82143772488,6*x^4+19*x^3-9*x^2+x],
[82143772488,6*x^4+7*x^3+6*x^2+4*x+1],
[82556485632,x^4-2],
[82556485632,x^4+2],
[82556485632,x^4-4*x^2+2],
[82556485632,x^4+4*x^2+2],
[82556485632,x^4+4*x^3-6*x^2+4*x-1],
[82798527483,x^4+14*x^3+8*x^2-13*x+3],
[82798527483,x^4+26*x^3+10*x^2+x],
[82798527483,x^4+3*x^3-x^2-x+1],
[82798527483,x^4+6*x^3+2*x^2-25*x+16],
[82798527483,x^4+6*x^3+4*x^2-x-1],
[82798527483,x^4+7*x^3+11*x^2-21*x+7],
[82798527483,x^4+x^3-x^2-3*x+1],
[82879286832,9*x^4+11*x^3+5*x^2+x],
[82879286832,9*x^4+49*x^3+52*x^2-40*x+6],
[82879286832,x^4+3*x^3-3*x+3],
[82879286832,x^4+x^3+6*x^2-5*x+1],
[83202717888,4*x^4+15*x^3-24*x^2+9*x-1],
[83202717888,4*x^4+3*x^3+x^2+2*x+1],
[83202717888,4*x^4+5*x^3+16*x^2+9*x+13],
[83283674067,x^4+3*x^2-5*x+2],
[83283674067,x^4+7*x^3+7*x^2-2*x-3],
[83283674067,x^4+8*x^3+3*x^2-x],
[83283674067,x^4+x^3-3*x+2],
[83283674067,x^4+x^3+4*x^2+3*x+4],
[83329948800,6*x^4+4*x^3-9*x^2+x+1],
[83329948800,6*x^4+7*x^3+9*x^2+4*x+2],
[83453400576,2*x^4+6*x^3+x^2+x],
[83526778800,x^4+x^3-2*x^2-5*x+5],
[83682825624,18*x^4+33*x^3+24*x^2+8*x+1],
[83682825624,2*x^4+x^3-6*x^2-5*x-1],
[84176790192,x^4+3*x^3-2*x^2-x+1],
[84176790192,x^4+3*x^3+x^2+2],
[84603675096,2*x^4+31*x^3+37*x^2+15*x+2],
[84603675096,2*x^4+3*x^3-6*x^2-4*x+5],
[84603675096,2*x^4+9*x^3-3*x^2-5*x+2],
[84603675096,2*x^4+x^3-5*x^2+x],
[84603675096,2*x^4+x^3-6*x^2-6*x-1],
[84687918336,7*x^4+14*x^3+9*x^2+2*x],
[84747616875,x^4+18*x^3+8*x^2+x],
[84747616875,x^4+2*x^3+8*x^2-x],
[84747616875,x^4-4*x^2-x+4],
[84747616875,x^4+4*x^3-15*x+10],
[84747616875,x^4+64*x^3-16*x^2+x],
[84747616875,x^4+8*x^2-x],
[84747616875,x^4+8*x^3+x],
[84747616875,x^4-x-2],
[85030560000,3*x^4+2*x^3-3*x^2-2*x],
[85030560000,3*x^4+x^3+3*x^2+x],
[85074669603,9*x^4+82*x^3+18*x^2+x],
[85074669603,x^4+2*x^3+x^2+3*x],
[85074669603,x^4+4*x^3-9*x^2+5*x-1],
[85074669603,x^4+x^3-3*x],
[85156531200,4*x^4+14*x^3+x^2-5*x+1],
[85156531200,4*x^4+6*x^3-5*x^2-5*x+3],
[85156531200,4*x^4+x^3-8*x^2-x+4],
[86141940912,x^4+17*x^3-27*x^2+13*x-2],
[86141940912,x^4+3*x^3-2*x+2],
[86416243200,14*x^4+6*x^3-27*x^2-27*x-7],
[86471670528,x^4-2*x^2-2*x+2],
[86471670528,x^4+2*x^3-4*x^2-4*x-1],
[86471670528,x^4+31*x^3+11*x^2+x],
[86739674256,3*x^4+x^3-8*x^2-8*x-2],
[86802030000,x^4+3*x^3-4*x^2-3*x+3],
[86884718283,x^4+4*x^3-6*x^2-x],
[86884718283,x^4+6*x^3-4*x^2-x],
[87161992704,2*x^4+x^3+4*x^2-x],
[87796887552,x^4+12*x^3+31*x^2-30*x+6],
[87796887552,x^4+23*x^2+132],
[87796887552,x^4+2*x^3+5*x^2+2*x+1],
[87796887552,x^4+2*x^3+x^2+2],
[87796887552,x^4+4*x^3-7*x^2+2*x],
[87887055375,5*x^4+6*x^3-x],
[88101737856,2*x^4+6*x^3-4*x^2+x],
[88129766448,x^4+3*x^3-4*x^2+3*x-1],
[88129766448,x^4+9*x^3+10*x^2+5*x+1],
[88129766448,x^4+x^3+x^2-2],
[88159684608,6*x^4+x^3-4*x^2+x],
[88463275200,x^4+13*x^3+40*x^2-13*x+1],
[88562792448,26*x^4+33*x^3+14*x^2+2*x],
[88809853464,2*x^4+x^3-3*x^2+1],
[88809853464,2*x^4+x^3-x^2-2*x-1],
[89551528587,x^4+6*x^3+6*x^2-9*x+3],
[89758416600,2*x^4+5*x^3-x^2+x],
[89771545161,3*x^4+6*x^3+2*x^2+x],
[89813529000,30*x^4+71*x^3-84*x^2+28*x-3],
[89996344704,2*x^4+4*x^3-6*x^2-7*x+7],
[89996344704,2*x^4+6*x^3-6*x^2+x],
[89996344704,2*x^4+6*x^3-x],
[90699264000,5*x^4+9*x^3+13*x^2+8*x+4],
[90712018584,2*x^4+19*x^3-32*x^2+17*x-3],
[90712018584,2*x^4+3*x^3+13*x^2+12*x+3],
[91069324083,x^4+21*x^3-16*x^2+3*x],
[91069324083,x^4+2*x^3+5*x^2-5*x+1],
[91069324083,x^4+2*x^3-x^2-5*x+3],
[91069324083,x^4+3*x^3+2*x^2+3*x],
[91069324083,x^4+52*x^3+41*x^2+11*x+1],
[91069324083,x^4+6*x^3-x^2-3*x+1],
[91069324083,x^4+8*x^3-x^2+x],
[91069324083,x^4-x^2-3*x],
[91069324083,x^4-x^2-3*x-2],
[91069324083,x^4+x^3-4*x^2+5*x-2],
[91069324083,x^4+x^3-4*x^2-x+4],
[91069324083,x^4+x^3+8*x^2-x],
[91069324083,x^4+x^3-x^2+2*x+3],
[91128845475,57*x^4+46*x^3+12*x^2+x],
[91190709144,2*x^4+21*x^3+24*x^2+9*x+1],
[91190709144,2*x^4+3*x^3-6*x^2-5*x+7],
[91190709144,2*x^4+x^3+3*x^2+1],
[91190709144,2*x^4+x^3+x^2+2*x+1],
[91195492113,11*x^4+14*x^3+6*x^2+x],
[91493197488,x^4+x^3-2],
[91833004800,x^4+9*x^3+9*x^2+x],
[91969053696,3*x^4+40*x^3+43*x^2+16*x+2],
[92418121341,7*x^4+11*x^3+8*x^2+4*x+1],
[92418121341,7*x^4+13*x^3+11*x^2+5*x+1],
[92876046336,2*x^4+2*x^3+4*x^2+2*x+2],
[92931178419,17*x^4+21*x^3+8*x^2+x],
[93112891875,x^4+5*x^3+5*x^2-2*x+3],
[93125469312,6*x^4+22*x^3-26*x^2+9*x-1],
[93125469312,6*x^4+4*x^3-14*x^2+7*x-1],
[93125469312,6*x^4+52*x^3+94*x^2-81*x+14],
[93198532608,4*x^4+3*x^3-2*x^2-x],
[93284212707,x^4+4*x^3-5*x^2-7*x+7],
[93329542656,42*x^4+38*x^3+11*x^2+x],
[93329542656,42*x^4+58*x^3-x^2-29*x-10],
[93329542656,42*x^4+83*x^3+59*x^2+18*x+2],
[93799119987,x^4+10*x^3-15*x^2+7*x-1],
[93799119987,x^4+2*x^3+3*x^2-x-1],
[93799119987,x^4+x^3-3*x^2-2*x-1],
[94143178827,x^4+12*x^3-6*x^2+x],
[94143178827,x^4+2*x^3-11*x+8],
[94143178827,x^4-3*x],
[94313062800,11*x^4+x^3-19*x^2+12*x-2],
[94487867523,x^4+13*x^3+6*x^2+x],
[94487867523,x^4+19*x^3+21*x^2+8*x+1],
[94487867523,x^4+2*x^3+x^2-11*x+7],
[94487867523,x^4-3*x^2-x-1],
[94487867523,x^4+5*x^3+7*x^2-6*x+1],
[94487867523,x^4+6*x^3+7*x^2-5*x+1],
[94487867523,x^4+x^3+3*x^2-1],
[94574138112,x^4+2*x^3+7*x^2+6*x+10],
[95699238075,x^4+14*x^3+50*x^2+7*x],
[95801097600,2*x^4+12*x^3+13*x^2-15*x+3],
[95801097600,2*x^4+12*x^3+x^2-17*x+7],
[95801097600,2*x^4+4*x^3+17*x^2+15*x+28],
[95801097600,2*x^4+9*x^3+x^2-20*x+10],
[95801097600,2*x^4+x^3-28*x^2-15*x-2],
[96394914027,x^4-2*x^2-x+3],
[96394914027,x^4+4*x^2-x+3],
[96394914027,x^4+8*x^3+4*x^2-x],
[96394914027,x^4+x^3+4*x^2-4*x+1],
[96428375127,21*x^4+40*x^3+29*x^2+9*x+1],
[96428375127,21*x^4+4*x^3-13*x^2-7*x-1],
[96539446296,2*x^4+x^3+3*x^2-4*x+1],
[96539446296,2*x^4+x^3-7*x^2+9],
[96918324363,x^4+2*x^3-6*x^2+5*x-1],
[96918324363,x^4+x^3-3*x^2+x-1],
[96918324363,x^4+x^3+3*x^2+x-1],
[97268051907,x^4+3*x^3-7*x^2+4*x-1],
[97268051907,x^4+x^2-3*x],
[97776326016,2*x^4+17*x^3-31*x^2+17*x-3],
[97776326016,2*x^4+2*x^3+2*x^2+x+1],
[97776326016,2*x^4+2*x^3+6*x^2+3*x+4],
[97776326016,2*x^4+2*x^3-6*x^2-x+3],
[97776326016,2*x^4+3*x^3+5*x^2+3*x+1],
[97776326016,2*x^4+4*x^3-x+2],
[97776326016,2*x^4-6*x^2-3*x+1],
[97776326016,2*x^4+6*x^2-5*x+1],
[97776326016,2*x^4+9*x^3-6*x-2],
[97776326016,2*x^4+x^3-4*x+2],
[98145126387,x^4+8*x^3-x^2-x],
[98145126387,x^4+x^3-8*x^2-x],
[99023440896,68*x^4+49*x^3+12*x^2+x],
[99026137467,x^4+17*x^3-4*x^2-6*x-1],
[99026137467,x^4+3*x^3+x^2+x-1],
[99026137467,x^4+6*x^3+4*x^2-13*x+5],
[99026137467,x^4+x^3-x^2+3*x-1],
[99179645184,3*x^4-3*x^2+1],
[99179645184,3*x^4+3*x^2+1],
[99179645184,3*x^4+3*x^3-3*x^2+x],
[99179645184,3*x^4+6*x^3+6*x^2+2*x],
[100177337088,x^4+2*x^2-2*x+2],
[100177337088,x^4+2*x^3-4*x^2-2*x],
[100776960000,2*x^4+3*x^3+4*x^2-x],
[100776960000,2*x^4+3*x^3-5*x^2-5*x+5],
[100776960000,2*x^4+4*x^3+x^2+1],
[100776960000,2*x^4+x^3-4*x^2+2*x],
[100889074368,4*x^4+5*x^3+x^2-x],
[100889074368,4*x^4+63*x^3-48*x^2+12*x-1],
[100889074368,4*x^4+7*x^3+3*x^2+x],
[101603331072,x^4+136*x^3-33*x^2+2*x],
[101603331072,x^4+3*x^3-5*x^2-x+2],
[101603331072,x^4+3*x^3-7*x^2-x],
[101603331072,x^4+4*x^3-3*x^2-12*x+10],
[101603331072,x^4+4*x^3-x^2-2*x],
[101603331072,x^4+5*x^3+3*x^2-3*x-2],
[101603331072,x^4+7*x^3-3*x^2-x],
[101603331072,x^4+x^2-2*x+2],
[101787249024,2*x^4+5*x^3-2*x^2+x],
[102320107200,4*x^4+7*x^3-4*x^2-6*x+3],
[102419840961,3*x^4+14*x^3+7*x^2+x],
[102419840961,3*x^4+x^3+2*x^2-x],
[102679440048,x^4+19*x^3+89*x^2-55*x+8],
[102679440048,x^4+3*x^3-x^2-3*x+2],
[103399995312,x^4+3*x^3-2*x^2-6*x+6],
[103670853075,9*x^4+16*x^3+6*x^2-x],
[103670853075,9*x^4+80*x^3-18*x^2+x],
[103670853075,x^4+2*x^3+x^2-3*x],
[103670853075,x^4+5*x^3-8*x^2+3*x],
[103670853075,x^4+x^3+3*x],
[103761217728,x^4+x^3+14*x^2+7*x+47],
[103761217728,x^4+x^3-2*x^2-x+3],
[103822943616,2*x^4+2*x^3+4*x^2-x],
[103827765951,13*x^4+18*x^3-x^2-5*x+1],
[103827765951,13*x^4+19*x^3+8*x^2+x],
[103827765951,13*x^4+20*x^3+9*x^2+x],
[103827765951,13*x^4+257*x^3-177*x^2+40*x-3],
[103827765951,13*x^4+30*x^3-79*x^2+49*x-9],
[103827765951,13*x^4+4*x^3-3*x^2-x],
[103827765951,13*x^4+5*x^3-6*x^2+x],
[104485552128,4*x^4+2*x^3+2*x^2+x],
[104485552128,4*x^4+2*x^3-4*x^2-x+1],
[104485552128,x^4+16*x^3+20*x^2+8*x+1],
[104485552128,x^4+2*x^2-4*x+2],
[104485552128,x^4+2*x^3+2*x^2-2*x+1],
[104485552128,x^4-4*x^2+1],
[104485552128,x^4+4*x^2+1],
[104563654272,14*x^4+103*x^3+131*x^2-215*x+61],
[104563654272,14*x^4+22*x^3+10*x^2+x],
[104563654272,14*x^4+25*x^3+19*x^2+7*x+1],
[104848349184,2*x^4+5*x^3-11*x^2-7*x-1],
[104848349184,2*x^4+5*x^3-4*x^2-6*x+4],
[104995735488,84*x^4+57*x^3+13*x^2+x],
[105303439827,x^4+4*x^3+x^2-3*x-1],
[105303439827,x^4+x^3-4*x^2-3*x],
[105850469763,x^4+3*x^3+x^2+3],
[105850469763,x^4+4*x^3-x^2-5*x-2],
[106288200000,60*x^4+95*x^3+52*x^2+12*x+1],
[106582047507,x^4+22*x^3-33*x^2+15*x-2],
[106582047507,x^4+2*x^3-3*x^2-3*x+4],
[106582047507,x^4+2*x^3+9*x^2+x],
[106582047507,x^4+3*x^3-5*x^2+4*x-1],
[106582047507,x^4+9*x^3+2*x^2+x],
[106582047507,x^4-x^2-x-2],
[106582047507,x^4+x^3+9*x^2+6*x+1],
[108095630841,3*x^4+4*x^3+2*x^2-x],
[108606877083,9*x^4+10*x^3+5*x^2+x],
[108606877083,x^4+5*x^3+15*x^2-29*x+11],
[108606877083,x^4+9*x^3+18*x^2-16*x+3],
[108606877083,x^4+x^3+3*x^2+3*x+3],
[109000359936,2*x^4+4*x^3-2*x+1],
[109000359936,8*x^4+11*x^3+6*x^2+x],
[110314397016,18*x^4+35*x^3+25*x^2+8*x+1],
[110870244936,22*x^4+43*x^3+30*x^2+9*x+1],
[111901634136,2*x^4+x^3-2*x^2+2*x+3],
[111964521321,3*x^4+6*x^3+6*x^2+x],
[112452915600,3*x^4+5*x^3+x^2+x],
[113090821947,x^4+10*x^3-34*x^2-47*x-14],
[113090821947,x^4+2*x^3+26*x^2+25*x+156],
[113232992256,2*x^4+2*x^3-x^2-2*x],
[113232992256,2*x^4+x^3-2*x^2-2*x],
[113374080000,x^4+5*x^3+2*x^2-2*x],
[113468578083,x^4+3*x^3-x^2-4*x+1],
[113468578083,x^4+4*x^3-x^2-3*x+1],
[113468578083,x^4+5*x^3-8*x^2+x],
[113468578083,x^4+8*x^3+5*x^2-x],
[113846964075,x^4+12*x^3+28*x^2-41*x+12],
[114349097088,6*x^4+13*x^3-11*x^2+2*x],
[114510655152,x^4+x^3-4*x^2+4*x-2],
[114510655152,x^4+x^3-x^2-x-2],
[115271521200,x^4+x^3-5*x^2-2*x],
[115379541504,8*x^4+13*x^3+7*x^2+x],
[116130507003,x^4+3*x^3+x^2-x+3],
[116398333584,3*x^4+5*x^3-14*x^2+7*x-1],
[116398333584,3*x^4+x^3-4*x^2-x+1],
[116417544192,4*x^4-2*x^2-x],
[116417544192,4*x^4+6*x^3-20*x^2+14*x-3],
[116417544192,x^4+2*x^3-x^2+2],
[116417544192,x^4+5*x^2-2*x],
[117473045067,x^4+27*x^3-27*x^2+9*x-1],
[117473045067,x^4-3*x-1],
[117473045067,x^4+3*x^3-1],
[117546246144,18*x^4+25*x^3+12*x^2+2*x],
[117546246144,2*x^4-3*x^2-2*x],
[117546246144,2*x^4+3*x^3-2*x],
[117954392832,x^4+6*x^3+7*x^2-6*x],
[118363956696,2*x^4+3*x^3+4*x^2+6*x+3],
[118396551744,12*x^4+23*x^3+19*x^2+9*x+2],
[118637156736,2*x^4+3*x^3+9*x^2+6*x+8],
[118898763489,3*x^4+16*x^3+15*x^2-17*x+3],
[118898763489,3*x^4+17*x^3+15*x^2-16*x+3],
[118898763489,3*x^4+2*x^3-3*x^2-x],
[118898763489,3*x^4+5*x^3-x^2-4*x-1],
[118898763489,3*x^4+7*x^3-6*x^2+x],
[118898763489,3*x^4+98*x^3-93*x^2+29*x-3],
[118898763489,3*x^4+x^3-5*x^2-2*x+1],
[120570676875,x^4+48*x^3-40*x^2+11*x-1],
[120570676875,x^4+4*x^3+2*x^2+x+1],
[120570676875,x^4+5*x^3+4*x^2-1],
[120570676875,x^4+x^3+2*x^2+4*x+1],
[120834094464,2*x^4-2*x^2-3*x+3],
[121058323200,x^4-2*x-2],
[121058323200,x^4+2*x^3-6*x^2+6*x-2],
[121058323200,x^4+44*x^3-54*x^2+22*x-3],
[121058323200,x^4+4*x^3+2*x],
[121058323200,x^4+4*x^3-2*x^2-14*x+11],
[121058323200,x^4+6*x^3+10*x^2-10*x+2],
[121449148848,x^4+3*x^3-3*x^2-2*x],
[121449148848,x^4+9*x^3-9*x^2+2*x],
[121449148848,x^4+9*x^3+9*x^2+2*x],
[121522842000,35*x^4+53*x^3+32*x^2+9*x+1],
[121840604352,x^4+5*x^3+4*x^2+3*x+1],
[121840604352,x^4+5*x^3+6*x^2-17*x+7],
[121840604352,x^4+7*x^3-10*x^2+5*x-1],
[121840604352,x^4+9*x^3+9*x^2-10*x+2],
[122330809467,x^4+7*x^3+11*x^2-7*x+1],
[122444006400,3*x^4-11*x^2+10],
[122444006400,3*x^4+11*x^2+10],
[122444006400,3*x^4+8*x^3-5*x^2-10*x+6],
[122444006400,3*x^4+9*x^3-2*x^2-11*x+5],
[122625404928,x^4+12*x^3+29*x^2-42*x+12],
[122625404928,x^4+25*x^2+156],
[122772948696,2*x^4+3*x^3+2*x^2+4*x+3],
[124103696643,x^4+2*x^3-5*x^2+3*x],
[124103696643,x^4+2*x^3+x^2-3*x-1],
[124103696643,x^4+3*x^3-x^2-2*x-1],
[124103696643,x^4+x^3+4*x^2+3*x],
[124167292416,2*x^4+5*x^3-2*x^2-5*x+6],
[125288436096,2*x^4+25*x^3+10*x^2+x],
[125288436096,2*x^4-5*x^2-x],
[125288436096,2*x^4-x^2-x+1],
[125491426875,x^4+11*x^3+3*x^2-3*x-1],
[125491426875,x^4+2*x^3-4*x^2-5*x+5],
[125491426875,x^4+3*x^3-8*x^2-6*x-1],
[125491426875,x^4+5*x^3+3*x^2-5*x+1],
[125789801472,4*x^4+x^3-4*x^2+x],
[126414618624,2*x^4+10*x^3-3*x^2-20*x+12],
[126414618624,2*x^4+15*x^2+28],
[126414618624,2*x^4+24*x^3+15*x^2-12*x-8],
[126414618624,2*x^4+8*x^3-3*x^2-22*x+15],
[126414618624,8*x^4+13*x^3+6*x^2+x],
[126414618624,8*x^4+14*x^3+12*x^2+5*x+1],
[126414618624,8*x^4+14*x^3+9*x^2+2*x],
[126559485504,3*x^4+x^3-11*x^2-2*x+10],
[126686539269,23*x^4+23*x^3+8*x^2+x],
[126686539269,23*x^4+26*x^3+9*x^2+x],
[127545840000,2*x^4+3*x^3-2*x^2-3*x],
[128120327721,3*x^4+2*x^3-8*x^2+5*x-1],
[128120327721,3*x^4+x^3-3*x^2-x+1],
[128120327721,3*x^4+x^3-7*x^2+5*x-1],
[128642734224,3*x^4+3*x^3-x^2+x],
[128682100224,2*x^4+13*x^3+12*x^2-17*x+4],
[128994508800,4*x^4+2*x^3-6*x^2+2*x],
[128994508800,4*x^4+2*x^3-8*x^2-8*x-2],
[128994508800,4*x^4+8*x^3-3*x^2-7*x+3],
[128994508800,4*x^4+9*x^2+5],
[128994508800,x^4+4*x^3+6*x^2-8*x+2],
[128994508800,x^4+4*x^3-8*x+5],
[128994508800,x^4+6*x^2+10],
[129024525375,5*x^4+7*x^3+7*x^2+3*x+1],
[129297016827,x^4+2*x^3+4*x^2+x-1],
[129297016827,x^4+x^3-4*x^2+2*x-1],
[129297016827,x^4+x^3-5*x^2+5*x-1],
[129678374952,14*x^4+21*x^3+7*x^2-2*x-1],
[129678374952,14*x^4+277*x^3-186*x^2+41*x-3],
[129678374952,14*x^4+37*x^3-71*x^2+34*x-5],
[132121113984,2*x^4+5*x^3-2*x^2-x],
[132239526912,4*x^4+3*x^3-x],
[132239526912,x^4+3*x^3+9*x^2-x],
[132239526912,x^4+9*x^3-3*x^2+x],
[132239526912,x^4-x^2-2],
[132239526912,x^4+x^2-2],
[132239526912,x^4+x^3+x^2-3*x],
[132324872400,7*x^4+5*x^3-x^2-x],
[132324872400,7*x^4+7*x^3-15*x^2-20*x-6],
[132329340441,3*x^4+2*x^3+12*x^2+17*x+6],
[132329340441,3*x^4+44*x^3-48*x^2+17*x-2],
[132329340441,3*x^4+4*x^3+x],
[132750202347,x^4+12*x^3-8*x^2+x],
[132750202347,x^4+24*x^3+10*x^2+x],
[132750202347,x^4+2*x^3+4*x^2+3*x+4],
[132750202347,x^4+3*x^3+3*x^2-11*x+5],
[132750202347,x^4+4*x^2-x+1],
[132750202347,x^4+4*x^3-6*x^2-5*x+6],
[132750202347,x^4+4*x^3-7*x+7],
[132750202347,x^4+6*x^2-7*x+2],
[132750202347,x^4+6*x^3-21*x+14],
[132750202347,x^4+6*x^3+4*x^2-7*x-6],
[132750202347,x^4+6*x^3-8*x^2+x],
[132750202347,x^4+8*x^3+6*x^2-x],
[132750202347,x^4+x^3+12*x^2+6*x+35],
[132750202347,x^4+x^3+4*x^2+1],
[132750202347,x^4+x^3+4*x^2+2*x+5],
[132860250000,3*x^4+x^3-6*x^2-5*x-1],
[133877152512,x^4-2*x^2-2*x-2],
[133877152512,x^4+2*x^3-4*x^2+4*x-1],
[133877152512,x^4+6*x^3+4*x^2+2*x],
[134521003125,15*x^4+30*x^3+26*x^2+11*x+2],
[135008865963,x^4+2*x^3-6*x^2-5*x-1],
[135008865963,x^4+3*x^3-2*x+3],
[135136096875,65*x^4+14*x^3-120*x^2-103*x-24],
[135524855808,4*x^4+5*x^3-9*x^2-10*x+2],
[135524855808,x^4+2*x^3-3*x^2-2*x+1],
[135524855808,x^4+2*x^3+3*x^2+2*x+3],
[135524855808,x^4+3*x^2-2*x+2],
[135524855808,x^4+4*x^3-9*x^2+4*x],
[135524855808,x^4+6*x^3+3*x^2-2*x-1],
[135596187000,10*x^4+17*x^3+14*x^2+6*x+1],
[135596187000,10*x^4+x^3-10*x^2-6*x-1],
[135938356272,x^4+x^3+5*x^2+2*x+4],
[136048896000,30*x^4+49*x^3+31*x^2+9*x+1],
[136606377609,3*x^4+2*x^3+2*x^2-x],
[136606377609,3*x^4+3*x^3-10*x^2+6*x-1],
[136606377609,3*x^4+6*x^3+8*x^2+5*x+1],
[136777009536,2*x^4+8*x^3+3*x^2+x],
[138015306432,4*x^4+3*x^3+x^2+x],
[138015306432,4*x^4+7*x^3+4*x^2+2*x+1],
[138850495488,4*x^4+2*x^3-5*x^2-x+2],
[138850495488,4*x^4+6*x^3-x^2-5*x-2],
[139135190400,2*x^4+10*x^3-6*x^2+x],
[139135190400,2*x^4+20*x^3+9*x^2+x],
[139135190400,2*x^4+4*x^3-3*x^2-x],
[139135190400,2*x^4+5*x^3-6*x^2+x],
[140321839104,2*x^4+9*x^3+4*x^2+x],
[140321839104,2*x^4+9*x^3+x^2-20*x+12],
[140633637507,x^4+x^3-x+2],
[140844166875,x^4+2*x^3-2*x^2-x+2],
[141054853707,x^4+x^3+2*x+3],
[141054853707,x^4+x^3+3*x^2-3*x+1],
[141469594200,66*x^4+97*x^3+52*x^2+12*x+1],
[141717600000,5*x^4+10*x^3+7*x^2+2*x],
[142110649827,x^4-3*x^2-3*x-2],
[142110649827,x^4+9*x^3+15*x^2-24*x+7],
[142110649827,x^4+9*x^3-18*x^2-27*x-8],
[142110649827,x^4+x^3-3*x^2+4*x-1],
[142209675000,10*x^4+5*x^3-18*x^2+8*x-1],
[142958121075,x^4+10*x^3+3*x^2+x],
[142958121075,x^4+3*x^3+10*x^2+x],
[143064232128,x^4+3*x^3+x+1],
[143064232128,x^4+x^3+3*x+1],
[143149479201,3*x^4+12*x^3-7*x^2+x],
[143149479201,3*x^4+3*x^3+2*x^2-x],
[143149479201,3*x^4+4*x^3+5*x^2+x],
[143489070000,x^4+13*x^3+37*x^2-36*x-6],
[143489070000,x^4+23*x^3+7*x^2-36*x+14],
[143489070000,x^4+x^3-3*x^2+3*x],
[143914537728,x^4-3*x^2-1],
[143914537728,x^4+3*x^2-1],
[143914537728,x^4+x^3+9*x^2+x],
[144213246936,2*x^4+7*x^3-11*x^2-17*x+20],
[144447258123,x^4+2*x^3+10*x^2+9*x+21],
[144447258123,x^4+7*x^3+11*x^2-x+13],
[144767362752,4*x^4+x^3-x^2-x],
[145282683375,5*x^4+8*x^3-5*x-2],
[145622707200,x^4+5*x^3+2*x^2+2*x],
[146478425625,3*x^4+16*x^3+8*x^2+x],
[146478425625,3*x^4-4*x^2-x],
[146478425625,3*x^4+6*x^3+16*x^2+13*x+14],
[147340954368,x^4+12*x^3+14*x^2+6*x+1],
[147340954368,x^4+2*x^2-2*x-1],
[147340954368,x^4+2*x^3-2*x^2-1],
[147340954368,x^4+2*x^3+2*x^2-2*x-2],
[147340954368,x^4+3*x^3-29*x^2+15*x-2],
[147340954368,x^4+4*x^3+2*x^2+2*x+1],
[147340954368,x^4+4*x^3-4*x^2+2*x],
[147340954368,x^4+x^3-x^2+3*x],
[147879796176,7*x^4+33*x^3-45*x^2+17*x-2],
[147879796176,7*x^4+81*x^3-106*x^2+44*x-6],
[148157247744,3*x^4+14*x^3-11*x^2+2*x],
[148157247744,3*x^4+4*x^3+5*x^2+2*x+1],
[148157247744,3*x^4+6*x^3+x^2-2*x],
[148769467776,18*x^4+27*x^3+13*x^2+2*x],
[148769467776,2*x^4+12*x^3+6*x^2+x],
[148769467776,2*x^4+2*x^3+3*x+3],
[148769467776,2*x^4+2*x^3-x-1],
[148769467776,2*x^4+3*x^3+6*x^2+x],
[148769467776,2*x^4+5*x^3-9*x^2+5*x-1],
[149449712256,78*x^4+125*x^3+75*x^2+20*x+2],
[149828590323,x^4+12*x^3+5*x^2+x],
[149828590323,x^4+5*x^3+12*x^2+x],
[149996427264,2*x^4+2*x^3+3*x^2+2*x],
[149996427264,2*x^4+3*x^3+2*x^2+2*x],
[149996427264,2*x^4+x^3+9*x^2-11*x+3],
[150105018375,5*x^4+4*x^3+3*x^2+x],
[150263348427,x^4+2*x^2-5*x+2],
[150263348427,x^4+3*x^3-4*x^2+1],
[150263348427,x^4-4*x^2-3*x+1],
[150263348427,x^4+80*x^3+56*x^2+13*x+1],
[150263348427,x^4+8*x^3-10*x^2+3*x],
[150263348427,x^4+x^3+2*x^2-4*x+1],
